Date,Open,High,Low,Close,Adj Close,Volume
21-12-2020,1188,1209.75,1152.050049,1177.300049,1154.499878,10858352
22-12-2020,1182,1223.849976,1176.099976,1220.5,1196.863159,10901851
23-12-2020,1238,1258.849976,1230.550049,1253.050049,1228.782837,15878346
24-12-2020,1249.900024,1249.900024,1226,1236.050049,1212.112061,7313885
28-12-2020,1238.449951,1248,1236,1240.300049,1216.279663,4607051
29-12-2020,1235,1254.449951,1235,1250.300049,1226.08606,6878105
30-12-2020,1253,1253.300049,1238.150024,1246.800049,1222.653931,5194690
31-12-2020,1243,1258.400024,1239,1255.800049,1231.479614,7430470
01-01-2021,1257.900024,1265.5,1255.800049,1260.449951,1236.039429,4253550
04-01-2021,1269,1290,1261.150024,1288.25,1263.301147,7208454
05-01-2021,1282,1299,1275.050049,1293.800049,1268.74353,8145280
06-01-2021,1300,1302,1268.050049,1282.099976,1257.270142,7161715
07-01-2021,1296,1297.650024,1255.5,1262.150024,1237.706543,10954918
08-01-2021,1278.25,1316.800049,1278.25,1312.099976,1286.689209,13186251
11-01-2021,1342.099976,1383.349976,1340,1376.199951,1349.547729,20528626
12-01-2021,1378,1378,1360,1371.75,1345.18396,8309868
13-01-2021,1373.849976,1392.800049,1360,1387.150024,1360.285645,14442997
14-01-2021,1360,1384,1318.449951,1370.5,1343.95813,27521697
15-01-2021,1360,1364.449951,1340,1344.949951,1318.902954,15018441
18-01-2021,1338,1340,1306,1312.050049,1286.640137,8861765
19-01-2021,1320,1331,1312,1316.650024,1291.151123,5585744
20-01-2021,1320.550049,1348.400024,1320.550049,1339.449951,1313.509399,8225838
21-01-2021,1350,1361.050049,1335,1339.699951,1313.754639,6142421
22-01-2021,1327,1356,1326.550049,1340.849976,1314.882446,9646591
25-01-2021,1345,1347.900024,1313,1325.099976,1299.437378,6542611
27-01-2021,1319.599976,1327.550049,1285.099976,1301,1275.804199,8133665
28-01-2021,1291.800049,1296.449951,1272.550049,1276.199951,1251.484375,4660690
29-01-2021,1286.25,1291.150024,1231,1239.050049,1215.053955,12183519
01-02-2021,1250.550049,1277.949951,1241,1260.900024,1236.480835,8880279
02-02-2021,1280,1294.400024,1263.599976,1271.25,1246.630249,6892490
03-02-2021,1277.650024,1304,1273,1284.650024,1259.770874,8182968
04-02-2021,1285,1293.400024,1272.050049,1279.349976,1254.573364,5032240
05-02-2021,1286.400024,1288.75,1262,1272.099976,1247.463745,5477481
08-02-2021,1285.5,1310,1275.5,1303.550049,1278.30481,6921922
09-02-2021,1306.900024,1332,1297.849976,1305.550049,1280.266113,7965949
10-02-2021,1295.800049,1304.349976,1283.599976,1296.5,1271.391235,5951207
11-02-2021,1289,1296,1283.050049,1292.650024,1267.615845,4673317
12-02-2021,1305,1323.75,1301.550049,1309.800049,1284.433716,5797875
15-02-2021,1320,1328.400024,1307.099976,1309.650024,1284.286621,4363513
16-02-2021,1314,1319.75,1286,1290.400024,1265.409424,6896421
17-02-2021,1290.400024,1294.5,1275,1281.300049,1256.485718,4575741
18-02-2021,1276,1306,1275,1292.449951,1267.419678,6437551
19-02-2021,1296.099976,1299.5,1276.800049,1291.300049,1266.291992,5389696
22-02-2021,1295,1308.550049,1260,1265.199951,1240.69751,7371303
23-02-2021,1271.150024,1291,1257.550049,1266.349976,1241.825195,6612942
24-02-2021,1260.050049,1276.599976,1252,1274.300049,1249.621338,4537258
25-02-2021,1288.449951,1299.75,1272,1274.550049,1249.866455,8788221
26-02-2021,1269,1274.300049,1244.75,1253.300049,1229.027954,15132388
01-03-2021,1263.300049,1284.5,1259,1267,1242.462524,5756286
02-03-2021,1282.25,1310,1279.199951,1304.5,1279.23645,10461434
03-03-2021,1319.199951,1347,1308,1343.550049,1317.530029,9056399
04-03-2021,1335,1363.849976,1325.900024,1330.349976,1304.585693,12041941
05-03-2021,1328.5,1340,1305.050049,1316.699951,1291.200073,6486176
08-03-2021,1324.800049,1346.099976,1317.199951,1335.75,1309.881226,5119392
09-03-2021,1329.5,1350.449951,1318.75,1345.550049,1319.491455,6518173
10-03-2021,1356.900024,1374,1355,1368.150024,1341.653687,7925984
12-03-2021,1373,1391.699951,1370.050049,1374.849976,1348.223877,9462061
15-03-2021,1370,1379.900024,1358.5,1373.599976,1346.998047,6658635
16-03-2021,1386.050049,1406,1380.5,1384,1357.196777,9352771
17-03-2021,1392.25,1400,1382,1387,1360.13855,7626744
18-03-2021,1393.75,1393.75,1313.5,1337.099976,1311.205078,10961755
19-03-2021,1330,1355.199951,1318,1344.449951,1318.412598,12767112
22-03-2021,1350.099976,1376,1336.099976,1370.800049,1344.252319,4862758
23-03-2021,1372.449951,1383.25,1359.599976,1371.550049,1344.987915,7165335
24-03-2021,1357.849976,1370.449951,1346.25,1353.75,1327.532471,6134303
25-03-2021,1346.75,1352.5,1327.599976,1333.800049,1307.968994,8749994
26-03-2021,1344.699951,1356.699951,1332,1336.199951,1310.322388,4922071
30-03-2021,1346.900024,1400,1336.150024,1385.300049,1358.471558,10546381
31-03-2021,1382,1388,1363.300049,1368.050049,1341.555664,8220987
01-04-2021,1380,1391.599976,1371,1385.199951,1358.373413,5675155
05-04-2021,1391,1425,1387,1409.900024,1382.595215,9479572
06-04-2021,1423,1426,1406.449951,1411.050049,1383.7229,5793571
07-04-2021,1410.25,1434.949951,1406.599976,1430.199951,1402.501831,5879234
08-04-2021,1430,1451.699951,1421,1439.849976,1411.964966,5654434
09-04-2021,1455,1455,1430.050049,1441.050049,1413.141846,6052712
12-04-2021,1474,1477.550049,1415,1425.75,1398.138184,20384532
13-04-2021,1433,1435.25,1375,1397.150024,1370.092041,14855206
15-04-2021,1332.300049,1366.400024,1320,1360.75,1334.396973,25342491
16-04-2021,1365,1370.849976,1346.599976,1353.75,1327.532471,10879878
19-04-2021,1340,1379.699951,1332.349976,1362.550049,1336.162231,12508028
20-04-2021,1379,1379,1342.400024,1351.349976,1325.178955,8560766
22-04-2021,1355.550049,1364.800049,1345.150024,1351.099976,1324.933838,6622446
23-04-2021,1343,1348.400024,1331,1333.800049,1307.968994,7316262
26-04-2021,1332.25,1351.300049,1321,1343.550049,1317.530029,7088606
27-04-2021,1346,1353,1340.150024,1348.5,1322.384277,3636115
28-04-2021,1358,1359.5,1344.599976,1356,1329.739014,4879234
29-04-2021,1368,1369,1351.400024,1356.349976,1330.082153,5412357
30-04-2021,1346.300049,1373.900024,1345.900024,1354.349976,1328.120972,8354677
03-05-2021,1340.800049,1361,1338,1352.050049,1325.865479,4560337
04-05-2021,1354,1354.949951,1324.099976,1329.400024,1303.654175,4887060
05-05-2021,1341.099976,1343.900024,1327.800049,1341.5,1315.519775,3939788
06-05-2021,1345,1364.699951,1337.400024,1361.599976,1335.230469,4810090
07-05-2021,1365.300049,1373.050049,1348.5,1352.550049,1326.355835,4991435
10-05-2021,1349.849976,1352.900024,1335.050049,1339.550049,1313.607544,7195348
11-05-2021,1336.900024,1341,1325.099976,1330.650024,1304.880005,6420988
12-05-2021,1330,1330,1314.5,1327,1301.300659,5241898
14-05-2021,1326.849976,1326.849976,1311.300049,1316.400024,1290.905884,4824609
17-05-2021,1320.300049,1334.949951,1320.300049,1329.400024,1303.654175,5017129
18-05-2021,1338,1344.599976,1329.5,1340,1314.048828,5620150
19-05-2021,1342,1357.449951,1333.25,1337,1311.106934,4435878
20-05-2021,1348.400024,1349.099976,1335,1339.300049,1313.362427,4490092
21-05-2021,1347.5,1357.5,1346.349976,1354.5,1328.268066,4969733
24-05-2021,1356.650024,1363,1345.099976,1348.050049,1321.942993,4225371
25-05-2021,1358,1368,1354.449951,1361.599976,1335.230469,4099340
26-05-2021,1367.900024,1400,1362.050049,1397.25,1370.190063,6850024
27-05-2021,1404.199951,1416.25,1391.699951,1402.25,1375.093262,15365391
28-05-2021,1409.75,1414,1396.099976,1405.050049,1377.839111,4261312
31-05-2021,1401.5,1401.5,1383,1393.75,1381.506592,4429904
01-06-2021,1400,1401,1378.650024,1387.199951,1375.014038,4791325
02-06-2021,1380.75,1391.949951,1365,1378.650024,1366.539185,9272276
03-06-2021,1388.099976,1399,1377.050049,1389.650024,1377.442627,5115645
04-06-2021,1393.949951,1396.900024,1377.650024,1385.650024,1373.477783,4194328
07-06-2021,1391,1392,1377.300049,1389.650024,1377.442627,5154576
08-06-2021,1396,1421.75,1395.550049,1412.949951,1400.537842,7360630
09-06-2021,1413.400024,1425,1404.599976,1415.300049,1402.86731,5394317
10-06-2021,1424,1429,1419,1424.300049,1411.788208,3496575
11-06-2021,1430.099976,1451.599976,1429.449951,1446.900024,1434.189697,6140828
14-06-2021,1471,1477,1453.449951,1461.800049,1448.958862,7132294
15-06-2021,1464,1476,1463,1473.900024,1460.952515,5403104
16-06-2021,1472.699951,1489.449951,1467.5,1480.599976,1467.593628,7661710
17-06-2021,1475.099976,1502.650024,1475.099976,1495.300049,1482.164551,7677951
18-06-2021,1509,1515.800049,1487.400024,1503.300049,1490.094238,13533974
21-06-2021,1493,1505.800049,1484.199951,1500.300049,1487.120605,5454052
22-06-2021,1509.699951,1521.449951,1502.099976,1511.849976,1498.569092,6427862
23-06-2021,1525,1525,1498.650024,1503.150024,1489.945557,5529809
24-06-2021,1517,1568.75,1511.199951,1559.199951,1545.503052,10785137
25-06-2021,1572,1578,1543,1574.199951,1560.371338,9780240
28-06-2021,1572.900024,1580.150024,1560.599976,1571.800049,1557.992554,5019178
29-06-2021,1561,1573.650024,1559.199951,1563.050049,1549.319336,5913567
30-06-2021,1572.050049,1591,1572.050049,1580.800049,1566.913452,6058722
01-07-2021,1576.849976,1576.849976,1559.050049,1560.400024,1546.692627,4814317
02-07-2021,1558.949951,1569.449951,1542.599976,1567.800049,1554.02771,5166064
05-07-2021,1569.150024,1585,1561.050049,1578.949951,1565.07959,4058338
06-07-2021,1573.699951,1586.75,1557.099976,1562.199951,1548.476807,4089574
07-07-2021,1566.050049,1570.550049,1544.650024,1564.599976,1550.855713,4797120
08-07-2021,1568,1576,1549,1560.75,1547.039551,3326813
09-07-2021,1556,1569.900024,1551,1562.900024,1549.170654,3436594
12-07-2021,1570.550049,1578,1533.75,1547.849976,1534.252808,4588982
13-07-2021,1556.400024,1556.400024,1536.300049,1544.949951,1531.378296,4456160
14-07-2021,1554,1582.800049,1538.099976,1576.900024,1563.047729,5657716
15-07-2021,1557.900024,1596.849976,1556,1580.800049,1566.913452,10021355
16-07-2021,1573.75,1574.650024,1549.599976,1555.449951,1541.786011,6265593
19-07-2021,1544.699951,1552.900024,1537.550049,1541.699951,1528.15686,5669162
20-07-2021,1538.300049,1557.699951,1538,1550.050049,1536.433594,5069939
22-07-2021,1561.400024,1592.849976,1561.400024,1590.199951,1576.230835,7854575
23-07-2021,1588.550049,1598.5,1585.050049,1590.449951,1576.478638,4179719
26-07-2021,1594.099976,1611.650024,1594.099976,1603.900024,1589.810547,4586710
27-07-2021,1605,1609.300049,1597.900024,1602.550049,1588.472412,5892859
28-07-2021,1605.099976,1607.599976,1585.5,1605.599976,1591.495483,4686788
29-07-2021,1600.099976,1620,1600.099976,1617,1602.79541,4660873
30-07-2021,1610,1623.400024,1606.150024,1610.5,1596.352539,6234257
02-08-2021,1627.449951,1634.75,1619.199951,1631.550049,1617.217651,5553389
03-08-2021,1647,1658.650024,1635.599976,1655.199951,1640.65979,5513668
04-08-2021,1669.099976,1679.900024,1639.050049,1649.25,1634.762085,6740391
05-08-2021,1649.5,1666,1647.050049,1653.550049,1639.024414,5420536
06-08-2021,1657,1660.650024,1644,1650.199951,1635.703735,3754855
09-08-2021,1661,1667.449951,1646.400024,1663.300049,1648.688721,5018477
10-08-2021,1668,1680,1661.050049,1677.25,1662.516113,6846517
11-08-2021,1674.800049,1684,1668,1677.550049,1662.813599,4899639
12-08-2021,1679.150024,1696.5,1674,1689.599976,1674.75769,5659579
13-08-2021,1697,1722.5,1691.300049,1712.199951,1697.159058,5612790
16-08-2021,1707.699951,1719.949951,1690.099976,1704.400024,1689.427612,4564109
17-08-2021,1703.900024,1748.900024,1686.550049,1741.650024,1726.350464,9510390
18-08-2021,1729,1755.5,1727,1733.449951,1718.222412,6686090
20-08-2021,1716.099976,1745,1716.099976,1732.949951,1717.726807,6206972
23-08-2021,1735.75,1753.150024,1732,1738.75,1723.475952,6189051
24-08-2021,1750,1757,1712.699951,1720.849976,1705.733154,7602939
25-08-2021,1718,1746.900024,1718,1735.550049,1720.304077,6153253
26-08-2021,1734,1746,1720,1727.699951,1712.522949,5302248
27-08-2021,1725,1727.699951,1705.199951,1708.800049,1693.789063,6698514
30-08-2021,1703.050049,1718.650024,1690.400024,1698.050049,1683.133423,6559667
31-08-2021,1700.150024,1715,1685.849976,1706.449951,1691.459595,12255438
01-09-2021,1709.5,1709.5,1673.150024,1677.75,1663.011719,7801974
02-09-2021,1677.349976,1694.300049,1662.650024,1689.099976,1674.261963,6830050
03-09-2021,1696.050049,1705.949951,1684.400024,1700.650024,1685.710571,5339139
06-09-2021,1705.150024,1732,1699.349976,1730.400024,1715.199219,4876026
07-09-2021,1730,1734.900024,1704,1706.650024,1691.657959,3520341
08-09-2021,1700.849976,1700.849976,1682.949951,1693.25,1678.37561,4584896
09-09-2021,1685.900024,1694.900024,1682.150024,1691.599976,1676.740112,3331674
13-09-2021,1683,1701.5,1675.199951,1691.900024,1677.037476,4662374
14-09-2021,1695.949951,1695.949951,1678.599976,1686.150024,1671.338013,4945167
15-09-2021,1693.25,1715.099976,1690.199951,1711.449951,1696.415649,4062344
16-09-2021,1715.199951,1719.25,1691.449951,1702.25,1687.296509,3246568
17-09-2021,1697,1718,1684.449951,1691.300049,1676.442749,7454864
20-09-2021,1685,1707.699951,1677.949951,1687.849976,1673.022949,5660743
21-09-2021,1700,1726.75,1684.650024,1718.449951,1703.354126,4672222
22-09-2021,1717,1738.900024,1713.050049,1716.900024,1701.817871,4553892
23-09-2021,1732,1745,1721.099976,1742.550049,1727.242554,3826090
24-09-2021,1758,1788,1752.449951,1763.849976,1748.355347,8280446
27-09-2021,1768.75,1769,1718.099976,1721.150024,1706.030518,5045337
28-09-2021,1710,1710,1675,1687.099976,1672.279541,6557197
29-09-2021,1659.25,1701.400024,1655,1692.25,1677.384399,7792548
30-09-2021,1703,1703,1670.099976,1675.199951,1660.484131,6914031
01-10-2021,1665.099976,1678.949951,1661.25,1665.150024,1650.522461,5733906
04-10-2021,1672.5,1688,1665.400024,1678.75,1664.00293,2947154
05-10-2021,1671,1702.949951,1663,1692.800049,1677.929565,4373310
06-10-2021,1702.099976,1709,1670,1673.550049,1658.848755,4271698
07-10-2021,1687,1704.199951,1676.650024,1691,1676.145386,5476108
08-10-2021,1705.25,1731.5,1698.400024,1723.849976,1708.706787,4738376
11-10-2021,1682,1730,1663.699951,1690.949951,1676.095703,8840633
12-10-2021,1677,1689,1662,1685.150024,1670.346802,7439300
13-10-2021,1695.949951,1713.650024,1680.050049,1709.199951,1694.185425,7104171
14-10-2021,1754,1783.599976,1698.199951,1715.75,1700.677979,19655776
18-10-2021,1740,1799,1740,1792.150024,1776.40686,13438109
19-10-2021,1814,1834.5,1782.300049,1822.150024,1806.143311,10324260
20-10-2021,1829.400024,1848,1794.050049,1802.349976,1786.517212,5876115
21-10-2021,1814,1814,1746.849976,1753.650024,1738.244995,8779629
22-10-2021,1749.900024,1763.199951,1707,1719.800049,1704.692383,7369809
25-10-2021,1722.050049,1729.75,1687.199951,1707.550049,1692.550049,5905209
26-10-2021,1710.050049,1726.599976,1695.900024,1703.699951,1703.699951,5871709
27-10-2021,1709.099976,1734.150024,1701.150024,1728.949951,1728.949951,5090259
28-10-2021,1719.349976,1724.75,1692.050049,1703.900024,1703.900024,5329972
29-10-2021,1699,1712.599976,1661.050049,1667.75,1667.75,5875091
01-11-2021,1677.5,1707.199951,1676,1700.050049,1700.050049,3636806
02-11-2021,1695,1706.449951,1686.349976,1697.900024,1697.900024,3471772
03-11-2021,1709,1717.449951,1699,1702.5,1702.5,3530713
04-11-2021,1715,1717,1705,1708.699951,1708.699951,483407
08-11-2021,1730,1741,1703,1737.5,1737.5,5245903
09-11-2021,1734.75,1750,1726,1742.5,1742.5,4016134
10-11-2021,1726,1750.949951,1721.949951,1740.150024,1740.150024,4780368
11-11-2021,1732.949951,1739.75,1709,1733.300049,1733.300049,4731349
12-11-2021,1743,1782.849976,1738.050049,1780.199951,1780.199951,5069009
15-11-2021,1782.099976,1800,1775.5,1787.150024,1787.150024,4354074
16-11-2021,1790,1808.949951,1777,1792.300049,1792.300049,6034233
17-11-2021,1792.550049,1802,1780.699951,1787.449951,1787.449951,4732492
18-11-2021,1781.599976,1789.449951,1759,1779.400024,1779.400024,4326924
22-11-2021,1784,1785.400024,1751.150024,1759.400024,1759.400024,6621839
23-11-2021,1735.099976,1747.25,1710,1736.900024,1736.900024,8436160
24-11-2021,1740,1740.5,1688,1696,1696,7333061
25-11-2021,1700,1726.199951,1696.949951,1722.400024,1722.400024,4476260
26-11-2021,1702.550049,1718.349976,1684,1691.650024,1691.650024,4494181
29-11-2021,1691,1712,1669.150024,1696.349976,1696.349976,3942776
30-11-2021,1704.550049,1729.900024,1700.050049,1712.650024,1712.650024,14808963
01-12-2021,1715,1741.900024,1713,1714.900024,1714.900024,5193264
02-12-2021,1715,1750.5,1711.349976,1748.25,1748.25,5559574
03-12-2021,1771.099976,1786.650024,1732.550049,1735.550049,1735.550049,6754012
06-12-2021,1730,1733.949951,1691.5,1695.300049,1695.300049,3991449
07-12-2021,1701.099976,1724.900024,1694,1711.650024,1711.650024,4202122
08-12-2021,1733,1759.800049,1732.599976,1753.349976,1753.349976,3029169
09-12-2021,1759,1769.400024,1742,1763.449951,1763.449951,2082171
10-12-2021,1760,1763.75,1746,1759.25,1759.25,1823469
13-12-2021,1767.050049,1771.349976,1738.800049,1744.650024,1744.650024,4040584
14-12-2021,1730.900024,1763,1710.349976,1752.150024,1752.150024,4768144
15-12-2021,1745,1747.949951,1721.199951,1734.199951,1734.199951,3053149
16-12-2021,1762.650024,1777.599976,1758,1771.599976,1771.599976,4481031
17-12-2021,1820,1842,1806.75,1820.849976,1820.849976,18887243
